novel,category,name,users,school
《塞外奇侠传》,C、,轻功类,,
《塞外奇侠传》,C、,八步赶蝉,杨云骢; 楚昭南; 罗大洪,
《塞外奇侠传》,C、,细胸巧翻云,杨云骢; 哈玛雅,
《塞外奇侠传》,D、,其他类,,
《塞外奇侠传》,D、,天龙剑阵,天蒙禅师; 天华和尚; 十七名天龙派高手,天龙派
《塞外奇侠传》,E、,奇兵利刃,使用者,
《塞外奇侠传》,E、,游龙剑,楚昭南,
《塞外奇侠传》,E、,断玉剑,杨云骢,
《草莽龙蛇传》,,武功资料,,
《草莽龙蛇传》,A、,攻击类,,
《草莽龙蛇传》,A、,梅花剑法,姜凤琼; 朱红灯; 卓不凡,梅花门
《草莽龙蛇传》,A、,梅花奇门刀法,姜翼贤; 卓不凡,梅花门
《草莽龙蛇传》,A、,梅花拳,丁晓; 姜凤琼; 姜翼贤; 卓不凡,梅花门
《草莽龙蛇传》,A、,太极十三剑,太极丁; 丁晓; 娄无畏; 金华; 陈保明; 陈永传; 柳剑吟,太极门
《草莽龙蛇传》,A、,太极掌,太极丁; 陈保明; 柳剑吟,太极门
《草莽龙蛇传》,A、,太极拳,太极丁; 陈保英; 柳剑吟; 丁晓; 陈永承; 杨班侯,太极门
《草莽龙蛇传》,A、,太极枪法,陈清平; 丁晓,太极门
《草莽龙蛇传》,A、,十八罗汉手,司空照,少林派
《草莽龙蛇传》,A、,空手入白刃,丁剑鸣; 丁晓; 朱红灯; 司空照; 姜凤琼; 王再越,
《草莽龙蛇传》,A、,截手法,朱红灯,
《草莽龙蛇传》,A、,分筋错骨手法,焦仲耀,
《草莽龙蛇传》,A、,通臂拳,焦仲耀,
《草莽龙蛇传》,A、,八仙剑法,黑面少年,
《草莽龙蛇传》,A、,迷踪拳,上官瑾,武当派
《草莽龙蛇传》,A、,三棱透骨锥法,沙鸣远,山西路家
《草莽龙蛇传》,A、,萨回回棍法,白贞一; 马堡主,
《草莽龙蛇传》,A、,天龙十八掌法,董绍堂,
《草莽龙蛇传》,A、,劈挂掌,董绍堂,
《草莽龙蛇传》,A、,八卦游身掌,司空照,
《草莽龙蛇传》,A、,金枪十（廿）四式,司空照; 雄朗,
《草莽龙蛇传》,A、,六合刀,方复汉,
《草莽龙蛇传》,A、,达摩剑法,心如神尼,
《草莽龙蛇传》,A、,蝴蝶掌法,翦二先生,蝴蝶掌
《草莽龙蛇传》,A、,龙吟杖法,沙守义,
《草莽龙蛇传》,A、,董派刀法,王子铭,山西董派
《草莽龙蛇传》,A、,地堂刀,清宫一等卫士,
《草莽龙蛇传》,A、,单刀法,杜真娘,武当派
《草莽龙蛇传》,A、,六阳刀法,卓不凡; 马堡主,
《草莽龙蛇传》,A、,小天星掌力,柳剑吟,
《草莽龙蛇传》,A、,五虎断门刀法,刘希宏,万胜门
《草莽龙蛇传》,A、,锯齿镰刀法,铁大鼎; 单思南,
《草莽龙蛇传》,B、,防御类,,
《草莽龙蛇传》,B、,铁布衫,上官瑾,
《草莽龙蛇传》,C、,轻功类,,
《草莽龙蛇传》,C、,登萍渡水,姜凤琼; 董绍堂; 沙鸣远; 白贞一; 上官瑾,
《草莽龙蛇传》,C、,八步赶蝉,丁晓; 上官瑾,
《草莽龙蛇传》,C、,陆地飞腾,丁晓,
《草莽龙蛇传》,C、,太极行功,丁晓; 柳剑吟; 陈永传,太极门
《草莽龙蛇传》,E、,兵刃暗器,,
《草莽龙蛇传》,E1、,奇兵利刃,使用者,
《草莽龙蛇传》,E1、,龙纹剑,姜凤琼,
《草莽龙蛇传》,E1、,单凤剑,丁晓,
《草莽龙蛇传》,E1、,龙吟剑,石达开; 司空照; 朱红灯,
《草莽龙蛇传》,E1、,五虎断门刀,刘希宏,
《草莽龙蛇传》,E2、,独门暗器,使用者,
《草莽龙蛇传》,E2、,金钱镖,太极丁; 丁剑鸣; 丁晓,
《草莽龙蛇传》,E2、,牟尼珠镖,心如神尼,
《草莽龙蛇传》,E2、,七煞针,白贞一,
《草莽龙蛇传》,E2、,梅花透骨钉,上官瑾,
《狂侠天骄魔女》,,武功资料,,
《狂侠天骄魔女》,A、,攻击类,,
《狂侠天骄魔女》,A、,虎尾棍法,武士甲; 手执长枪的军官,
《狂侠天骄魔女》,A、,青海哈回子枪法,武士甲,
《狂侠天骄魔女》,A、,虬龙鞭法,阿骨打,
《狂侠天骄魔女》,A、,青城剑法,秦弄玉,青城派
《狂侠天骄魔女》,A、,霹雳掌,秦重; 金超岳,
《狂侠天骄魔女》,A、,滚地堂,耿照; 林深渊,
《狂侠天骄魔女》,A、,天龙剑法,耿照; 耿仲,
《狂侠天骄魔女》,A、,天龙鞭法,北宫黝; 赫连清波; 金鼎娘,
《狂侠天骄魔女》,A、,蹑云剑法,耿仲; 耿照; 秦弄玉,
《狂侠天骄魔女》,A、,天罡拂尘,柳清瑶; 玉珊瑚,
《狂侠天骄魔女》,A、,隔空点穴,柳清瑶; 公孙奇,
《狂侠天骄魔女》,A、,（大力）金刚掌,云仲玉; 华谷涵; 公孙奇; 柳元甲; 竺迪罗; 武士敦; 尚昆阳; 麻大哈; 弥难; 沙衍流; 弥度; 鲁阳戈,丐帮、少林派
《狂侠天骄魔女》,A、,游身八卦刀法,丁立,
《狂侠天骄魔女》,A、,伏虎拳,孟钊,
《狂侠天骄魔女》,A、,大衍八式,耿照; 桑白虹; 桑青虹; 公孙奇; 孟钊,
《狂侠天骄魔女》,A、,洪家刀,瞎了一眼的汉子,
《狂侠天骄魔女》,A、,五行拳,孟钊; 班建侯,
《狂侠天骄魔女》,A、,弹指神通,柳清瑶; 玉珊瑚; 公孙奇; 柳元宗; 檀羽冲; 柳元甲; 宇文化及; 青灵子,
《狂侠天骄魔女》,A、,大擒拿手法,玉珊瑚; 柳元甲; 檀羽冲; 公孙奇; 华谷涵; 沙衍流; 猛鹫上人; 辛莽原; 兀赤; 呼韩邪,灵山派
《狂侠天骄魔女》,A、,金刚指,东园望; 竺迪罗; 耶律元宜,
《狂侠天骄魔女》,A、,铁袖神功,华谷涵; 太乙,
《狂侠天骄魔女》,A、,开山掌,盘大王,
《狂侠天骄魔女》,A、,柔云剑法,柳清瑶; 玉珊瑚; 公孙奇; 陆玳瑁,
《狂侠天骄魔女》,A、,纯阳罡气,檀羽冲; 宇文化及,
《狂侠天骄魔女》,A、,腐骨掌,公孙奇,桑家
《狂侠天骄魔女》,A、,化血刀,公孙奇; 柳元甲,桑家
《狂侠天骄魔女》,A、,五虎断门刀,快马韩,
《狂侠天骄魔女》,A、,乱披风拐法,铁拐李,
《狂侠天骄魔女》,A、,西歧剑法,西门业,
《狂侠天骄魔女》,A、,混元一炁功,东园望; 杜永良; 宇文化及; 尊胜法王; 乌蒙; 兀赤; 呼图赫; 呼韩邪,
《狂侠天骄魔女》,A、,修罗阴煞功,金超岳; 金鼎娘,
《狂侠天骄魔女》,A、,玄阴指,金超岳; 太乙,
《狂侠天骄魔女》,A、,雷神掌,金超岳,
《狂侠天骄魔女》,A、,雷神指,金超岳,
《狂侠天骄魔女》,A、,阴阳五行掌,金超岳; 金鼎娘,
《狂侠天骄魔女》,A、,太清气功,西门业,
《狂侠天骄魔女》,A、,混元掌力,樊通,
《狂侠天骄魔女》,A、,无相掌力,龙隐大师,
《狂侠天骄魔女》,A、,黑虎拳,南宫造; 少林前辈神僧,少林派
《狂侠天骄魔女》,A、,大乘般若掌,柳元甲; 檀羽冲,
《狂侠天骄魔女》,A、,小天星掌力,柳元甲,
《狂侠天骄魔女》,A、,太祖长拳,赵匡胤,
《狂侠天骄魔女》,A、,二圣棒,赵匡胤; 赵匡义,
《狂侠天骄魔女》,A、,惊神指法,柳元甲; 宫文昭; 完颜长之; 柳元宗; 檀羽冲; 华谷涵; 柳清瑶,
《狂侠天骄魔女》,A、,绵掌,柳元甲; 完颜长之,
《狂侠天骄魔女》,A、,乱披风刀法,军官,万胜门
《狂侠天骄魔女》,A、,尉迟鞭,使鞭的军官,
《狂侠天骄魔女》,A、,惊神笔法,文逸凡; 宫昭文; 檀羽冲,
《狂侠天骄魔女》,A、,分筋错骨手法,黑修罗; 白修罗; 完颜长之; 华谷涵; 萧家教头,
《狂侠天骄魔女》,A、,罗汉拳,古月禅师; 沙衍流,
《狂侠天骄魔女》,A、,般若神指,檀羽冲,
《狂侠天骄魔女》,A、,混元气功,东园望,
《狂侠天骄魔女》,A、,擒龙手,竺迪罗,
《狂侠天骄魔女》,A、,天罡剑,柳清瑶,
《狂侠天骄魔女》,A、,伏魔杖法,孟老大; 麻大哈; 鲁阳戈; 朱丹鹤,丐帮
《狂侠天骄魔女》,A、,鸳鸯连环腿,孟钊; 武士乙,
《狂侠天骄魔女》,A、,空手入白刃,公孙奇; 檀羽冲; 柳元甲; 完颜长之; 崆峒二奇一弟子; 陆勉; 武士敦,
《狂侠天骄魔女》,A、,大力鹰爪功,宗超岱; 太乙; 猛鹫上人,
《狂侠天骄魔女》,A、,狮子吼功,柳元宗; 明明大师; 尊胜法王,
《狂侠天骄魔女》,A、,小擒拿手法,赫连清霞,
《狂侠天骄魔女》,A、,大摔碑手,玉珊瑚; 武士敦; 柳元甲; 耿照,
《狂侠天骄魔女》,A、,惊神剑法,柳元宗; 柳清瑶,
《狂侠天骄魔女》,A、,朱砂掌,朱丹鹤,
《狂侠天骄魔女》,A、,打狗棒法,麻大哈; 鲁阳戈,丐帮
《狂侠天骄魔女》,A、,金龙十八变枪法,檀世英,
《狂侠天骄魔女》,A、,乱环掌法,蒙天庇; 崆峒二奇一弟子,
《狂侠天骄魔女》,A、,无相剑法,云紫烟; 无相神尼; 秦弄玉,峨嵋派
《狂侠天骄魔女》,A、,泼风刀法,武士敦,丐帮
《狂侠天骄魔女》,A、,乱环诀,劳天护,
《狂侠天骄魔女》,A、,摘叶飞花,檀羽冲; 华谷涵,
《狂侠天骄魔女》,A、,落英掌法,檀羽冲,
《狂侠天骄魔女》,A、,紫府神箫,檀羽冲,
《狂侠天骄魔女》,A、,五禽掌,猛鹫上人,
《狂侠天骄魔女》,A、,阴阳掌,乌蒙,
《狂侠天骄魔女》,A、,一指禅功,沙衍流,
《狂侠天骄魔女》,A、,伏魔剑法,四空上人; 仲少符,
《狂侠天骄魔女》,A、,拂云手,尊胜法王; 华谷涵,
《狂侠天骄魔女》,B、,防御类,,
《狂侠天骄魔女》,B、,金钟罩,樊通; 竺迪罗,
《狂侠天骄魔女》,B、,沾衣十八跌,陆玳瑁; 柳清瑶; 公孙奇; 华谷涵; 上官复; 柳元宗,
《狂侠天骄魔女》,B、,金刚不坏身法,明明大师,
《狂侠天骄魔女》,B、,护身罡气,公孙奇,
《狂侠天骄魔女》,B、,铁布衫,辛莽原,
《狂侠天骄魔女》,B、,少阳神功,公孙隐,
《狂侠天骄魔女》,C、,轻功类,,
《狂侠天骄魔女》,C、,踏雪无痕,柳清瑶,
《狂侠天骄魔女》,C、,八步赶蝉,柳清瑶; 华谷涵; 完颜长之; 柳元宗; 明珠; 檀羽冲,
《狂侠天骄魔女》,C、,登云纵,柳清瑶,
《狂侠天骄魔女》,C、,一鹤冲天,耿照; 柳清瑶; 王宇庭; 华谷涵,
《狂侠天骄魔女》,C、,细胸巧翻云,柳清瑶; 赫连清云; 太乙; 云紫烟; 金鼎娘,
《狂侠天骄魔女》,C、,移形换位,柳清瑶; 华谷涵; 柳元甲; 檀羽冲; 文逸凡; 公孙奇; 蒙天庇; 云紫烟; 聂金铃,
《狂侠天骄魔女》,C、,比翼双飞,柳清瑶; 华谷涵,
《狂侠天骄魔女》,C、,蹑云步法,耿照; 秦弄玉,
《狂侠天骄魔女》,C、,陆地飞腾,柳元宗,
《狂侠天骄魔女》,C、,醉八仙步法,尊胜法王,
《狂侠天骄魔女》,D、,其他类,,
《狂侠天骄魔女》,D、,千斤坠,耿照; 柳清瑶; 萨老大; 宗超岱; 桑毅; 沙衍流; 猛鹫上人; 仲少符,
《狂侠天骄魔女》,D、,壁虎游墙,耿照,
《狂侠天骄魔女》,D、,移花接木,桑白虹,
《狂侠天骄魔女》,D、,天魔解体大法,西门业; 樊通; 竺迪罗; 柳元甲; 金超岳; 鲁阳戈; 公孙奇,
《狂侠天骄魔女》,D、,大周天吐纳法,云紫烟,
《狂侠天骄魔女》,D、,逆行经脉,青灵子; 耿照; 桑青虹; 西域僧人,西藏密宗
《狂侠天骄魔女》,D、,六合剑阵,玳瑁; 明珠; 绿云; 柳清瑶的侍女,
《狂侠天骄魔女》,D、,七煞阵,柳元甲的弟子; 宫文昭; 宗超岱; 金鼎娘,
《狂侠天骄魔女》,E、,兵刃暗器,,
《狂侠天骄魔女》,E1、,奇兵利刃,使用者,
《狂侠天骄魔女》,E1、,暖玉箫,檀羽冲,
《狂侠天骄魔女》,E2、,独门暗器,使用者,
《狂侠天骄魔女》,E2、,桃花瘴,沉香,
《狂侠天骄魔女》,E2、,九子母阴梭,紫玉,
《狂侠天骄魔女》,E2、,毒雾金针烈弹,赫连清波; 上官宝珠; 古云飞,
《狂侠天骄魔女》,E2、,九子连环子母弹,上官宝珠,
《狂侠天骄魔女》,E2、,金蛇索,上官宝珠,
《狂侠天骄魔女》,E2、,乌金尘丝,柳清瑶,
《狂侠天骄魔女》,E2、,虺蜮神砂,桑见田,
《游剑江湖》,,武功资料,,
《游剑江湖》,A、,攻击类,,
《游剑江湖》,A、,金刚六阳手,杨莲; 杨牧,杨家
《游剑江湖》,A、,大力金刚手,无,少林派
《游剑江湖》,A、,落英掌法,云紫萝; 前辈女侠,
《游剑江湖》,A、,混元一气功,宋腾霄,
《游剑江湖》,A、,八卦游身刀法,吕思美; 孟元超,
《游剑江湖》,A、,铁砂掌,大内高手; 周鼎,
《游剑江湖》,A、,奔雷掌,焦雷,
《游剑江湖》,A、,追风剑法,焦风; 宋腾霄,
《游剑江湖》,A、,绞刀刀法,吕思美,
《游剑江湖》,A、,绵掌,吕寿昆; 孟元超; 齐建业; 唐天纵,
《游剑江湖》,A、,黑砂掌,卜天雕,
《游剑江湖》,A、,赤砂掌,段仇世,
《游剑江湖》,A、,小天星掌力,段仇世; 牟宗涛,
《游剑江湖》,A、,大擒拿手法,石朝玑; 杨牧; 韩威武; 戴谟; 楚天雄; 缪长风; 沙弥远; 宗神龙,
《游剑江湖》,A、,雷神指,石朝玑; 欧阳坚; 西门灼,
《游剑江湖》,A、,空手入白刃,宗神龙; 楚天雄; 欧阳坚; 缪长风; 沙弥远,
《游剑江湖》,A、,弹指神通,尉迟炯; 齐建业; 缪长风,
《游剑江湖》,A、,蹑云剑法,云紫萝; 云重山; 缪长风; 宋腾霄,云家
《游剑江湖》,A、,龙吟功,缪长风,
《游剑江湖》,A、,狮子吼功,缪长风,
《游剑江湖》,A、,惊神笔法,连甘沛,河北连家
《游剑江湖》,A、,冰川剑法,陈光世; 华玉,
《游剑江湖》,A、,血神掌,西门灼,
《游剑江湖》,A、,雷神掌,西门灼; 欧阳坚,
《游剑江湖》,A、,玄阴掌,西门灼,
《游剑江湖》,A、,火龙功,炎炎和尚; 西门灼,西藏密宗
《游剑江湖》,A、,太清气功,缪长风,
《游剑江湖》,A、,青城剑法,萧青峰,青城派
《游剑江湖》,A、,十八盘连环剑法,宗神龙,
《游剑江湖》,A、,分筋错骨手法,尉迟炯; 白武子; 戴谟; 御林军一高手; 杨茂林; 杨莲,
《游剑江湖》,A、,五行拳,韩威武,
《游剑江湖》,A、,蹑云掌法,云紫萝,云家
《游剑江湖》,A、,小擒拿手法,缪长风; 楚天雄,
《游剑江湖》,A、,大力鹰爪功,齐建业; 刘抗,
《游剑江湖》,A、,乱披风剑法,玄风道人,
《游剑江湖》,A、,通臂拳,楚天雄,
《游剑江湖》,A、,锁剑法,廖凡,
《游剑江湖》,A、,金刚指,雷震子; 少林主持,
《游剑江湖》,A、,虎爪擒拿手,戴谟; 邵鹤年; 朱圣庵,
《游剑江湖》,A、,修罗阴煞功,无,
《游剑江湖》,A、,玄阴指,西门灼,
《游剑江湖》,A、,四平刀,庄鲲,
《游剑江湖》,A、,滚地堂刀法,孟元超,
《游剑江湖》,A、,五虎断门刀法,吕思美; 吕寿昆; 程新彦,保定刘家
《游剑江湖》,A、,大摔碑手,韩拓,
《游剑江湖》,A、,猴拳,洪大祥,
《游剑江湖》,A、,摘叶飞花,牟宗涛,
《游剑江湖》,A、,闭目换掌,缪长风; 赵文绮,
《游剑江湖》,A、,伏魔杖法,沙弥远,
《游剑江湖》,A、,大手印,张宏达; 宝相法师,西藏密宗
《游剑江湖》,A、,混元一炁功,方虚谷,扶桑派
《游剑江湖》,A、,伏波掌,乔海鹏,
《游剑江湖》,A、,四平拳,段剑青,
《游剑江湖》,A、,武家拳,武端,
《游剑江湖》,A、,大须弥剑式,林无双; 虬髯客,
《游剑江湖》,A、,罗汉拳,北宫望,
《游剑江湖》,A、,铁琵琶手,北宫望,
《游剑江湖》,B、,防御类,,
《游剑江湖》,B、,沾衣十八跌,尉迟炯; 缪长风; 刘隐农; 石卫; 方谷虚,
《游剑江湖》,B、,铁布衫,石冲,
《游剑江湖》,B、,护体神功,缪长风; 连甘沛,
《游剑江湖》,C、,轻功类,,
《游剑江湖》,C、,穿花绕树,云紫萝; 吕思美; 宋腾霄; 武庄,
《游剑江湖》,C、,醉八仙步法,孟元超; 韩威武,
《游剑江湖》,C、,八步赶蝉,孟元超; 楚天雄; 林无双; 缪长风,
《游剑江湖》,C、,踏雪无痕,云紫萝,
《游剑江湖》,C、,黄鹄冲霄,连甘沛; 段仇世,
《游剑江湖》,C、,一鹤冲霄（天）,林无双; 云紫萝,
《游剑江湖》,C、,草上飞,缪长风,
《游剑江湖》,C、,燕子三抄水,云紫萝,
《游剑江湖》,C、,陆地飞腾,无,
《游剑江湖》,D、,其他类,,
《游剑江湖》,D、,缩骨功,张逍遥,
《游剑江湖》,D、,千斤坠,缪长风,
《游剑江湖》,D、,七煞阵,宝相法师; 喇嘛,西藏密宗
《游剑江湖》,D、,天魔解体大法,北宫望,
《游剑江湖》,E、,兵刃暗器,,
《游剑江湖》,E1、,奇兵利刃,使用者,
《游剑江湖》,E1、,冰魄寒光剑,陈光世,
《游剑江湖》,E1、,青龙剑,北宫望,
《游剑江湖》,E2、,独门暗器,使用者,
《游剑江湖》,E2、,冰魄神弹,陈光世; 陈光照,
《游剑江湖》,E2、,火龙珠,唐天纵,
《游剑江湖》,E2、,毒雾金针烈焰弹,唐天纵,
《游剑江湖》,E2、,蝎子镖,唐天纵,
《牧野流星》,,武功资料,,
《牧野流星》,A、,攻击类,,
《牧野流星》,A、,惊神指法,丹丘生,崆峒派
《牧野流星》,A、,绵掌,段仇世; 石建章,
《牧野流星》,A、,修罗阴煞功,孟神通; 阳继孟; 盘石生; 乔北溟,
《牧野流星》,A、,孟家（快）刀法,孟元超; 孟华,
《牧野流星》,A、,玄阴指,阳继孟,
《牧野流星》,A、,蹑云剑法,丹丘生,崆峒派
《牧野流星》,A、,太清气功,缪长风,
《牧野流星》,A、,雷神掌,欧阳业; 欧阳坚; 段剑青; 欧阳冲,
《牧野流星》,A、,段家剑法,段仇世,
《牧野流星》,A、,牟家剑法,牟丽珠,
《牧野流星》,A、,无名剑法,张丹枫; 孟华,
《牧野流星》,A、,金家剑法,金世遗; 金逐流; 孟华,
《牧野流星》,A、,连环夺命剑法,洞冥子; 大石道人; 大松道人; 洞妙真人; 孟华; 丹丘生; 郝大志; 丹丘生; 何洛,崆峒派
《牧野流星》,A、,大擒拿手法,军官甲; 军官乙; 叶谷浑; 孟华; 吉鸿; 海兰察,少林派
《牧野流星》,A、,小擒拿手法,宋腾霄; 孟华; 白教法王; 海兰察,
《牧野流星》,A、,狮子吼功,缪长风; 优昙法师; 江上云; 丹丘生; 迦象,
《牧野流星》,A、,五虎断门刀,全大福; 石老师; 刘挺之; 劳超伯,五虎断门刀
《牧野流星》,A、,金刚六阳手,杨莲; 杨牧; 闵成龙,杨家
《牧野流星》,A、,空手入白刃,缪长风; 马崑; 白山和尚; 孟华,
《牧野流星》,A、,地堂刀,孟华,
《牧野流星》,A、,大力鹰爪功,韩威武; 海兰察; 诸青崖,
《牧野流星》,A、,太祖棍法,尚铁宏,
《牧野流星》,A、,大力金刚掌,无,
《牧野流星》,A、,醉八仙剑法,牟丽珠,
《牧野流星》,A、,韩家刀法,韩威武,
《牧野流星》,A、,铁琵琶,尚铁宏; 尚和阳,铁琵琶门
《牧野流星》,A、,蟠龙刀法,周灿,
《牧野流星》,A、,大摔碑手,叶谷浑; 劳超伯,北派大摔碑
《牧野流星》,A、,嵩山剑法,无,嵩山派
《牧野流星》,A、,泰山剑法,无,泰山派
《牧野流星》,A、,疯魔杖法,吉鸿,少林派
《牧野流星》,A、,追风剑式,江上云; 唐加源; 杨炎; 孟华; 白英奇; 霍英扬; 韩英华; 金碧漪,天山派
《牧野流星》,A、,大须弥剑式,江上云; 金碧峰; 丁兆鸣; 孟华; 金碧漪,天山派
《牧野流星》,A、,达摩剑法,无,少林派
《牧野流星》,A、,双笔点四脉,连甘霖; 邓中艾,山西连家
《牧野流星》,A、,四笔点八脉,连城壁; 连城王,山西连家
《牧野流星》,A、,分筋错骨手,丹丘生; 孟华,
《牧野流星》,A、,弹指神通,孟华; 钟展; 唐经天; 丹丘生,
《牧野流星》,A、,七煞掌,海兰察,长白山派
《牧野流星》,A、,小天星掌力,海兰察,
《牧野流星》,A、,龙象功,天泰上人,
《牧野流星》,A、,猴拳,孙道行,
《牧野流星》,A、,三才剑,张火生,
《牧野流星》,A、,阴阳双撞掌,朱角; 鹿洪,
《牧野流星》,A、,混元一炁功,仲长统; 仲毋庸; 宣羽赞,丐帮
《牧野流星》,B、,防御类,,
《牧野流星》,B、,童子功,孟华,
《牧野流星》,B、,沾衣十八跌,孟华; 钟展; 牟丽珠,
《牧野流星》,C、,轻功类,,
《牧野流星》,C、,天罗步法,阳继孟,
《牧野流星》,C、,蹑云步法,孟华,
《牧野流星》,C、,八步赶蝉,孟华,
《牧野流星》,C、,一鹤冲天,段剑青,
《牧野流星》,C、,踏雪无痕,孟华,
《牧野流星》,C、,龙形身法,吉鸿,少林派
《牧野流星》,C、,穿花绕树,金碧漪,
《牧野流星》,D、,其他类,,
《牧野流星》,D、,缩骨功,孟华,
《牧野流星》,D、,九宫八卦剑阵,混元子; 混元子的师弟,武当派
《牧野流星》,D、,七星阵,祝建明; 祝建明的六个师弟,
《牧野流星》,D、,四象阵,天泰上人; 三个喇嘛,
《牧野流星》,D、,壁虎游墙功,孟华,
《牧野流星》,D、,大周天吐纳法,孟华,
《牧野流星》,D、,天魔解体大法,海兰察,西藏密宗
《牧野流星》,D、,千斤坠,孟华,
《牧野流星》,E、,独门暗器,使用者,
《牧野流星》,E、,毒雾金针烈焰弹,仲毋庸; 辛七娘; 朱角; 鹿洪,
《龙凤宝钗缘》,,武功资料,,
《龙凤宝钗缘》,A、,攻击类,,
《龙凤宝钗缘》,A、,空手入白刃,段克邪; 牟世杰; 尉迟南; 尉迟北; 尉迟恭; 羊牧劳; 精精儿; 楚平原; 空空儿; 方辟符,
《龙凤宝钗缘》,A、,分筋错骨手,段克邪; 寇名扬; 精精儿; 奚炳达; 拓拔雄,
《龙凤宝钗缘》,A、,袁公剑法,段克邪; 精精儿; 空空儿,
《龙凤宝钗缘》,A、,混元一炁功,寇名扬; 濮阳侯,
《龙凤宝钗缘》,A、,虬龙鞭法,寇名扬,
《龙凤宝钗缘》,A、,七步追魂掌法,羊牧劳,
《龙凤宝钗缘》,A、,虬龙杖法,马副帮主,
《龙凤宝钗缘》,A、,水磨鞭法,尉迟南; 尉迟恭,尉迟家
《龙凤宝钗缘》,A、,乱披风拐法,李天傲; 牟世杰,
《龙凤宝钗缘》,A、,八卦刀法,李鹏,
《龙凤宝钗缘》,A、,一指禅功,牟世杰,
《龙凤宝钗缘》,A、,昆仑剑法,牟世杰; 铁摩勒,
《龙凤宝钗缘》,A、,地堂刀,羊牧劳的两个弟子; 楚平原,
《龙凤宝钗缘》,A、,通臂神拳,谷大豪,
《龙凤宝钗缘》,A、,金刚掌力,段克邪; 宇文虹霓,
《龙凤宝钗缘》,A、,金刚指力,韦香主,
《龙凤宝钗缘》,A、,降龙（魔）杖（拐）法,宇文垂; 石青阳,丐帮
《龙凤宝钗缘》,A、,回环刀法,史朝英,
《龙凤宝钗缘》,A、,天（飞）龙剑法,段克邪; 史若梅,
《龙凤宝钗缘》,A、,九宫神指,段克邪,
《龙凤宝钗缘》,A、,破碑手,和尚,
《龙凤宝钗缘》,A、,天罡掌法,楚平原,少林派
《龙凤宝钗缘》,A、,玄女剑法,聂隐娘,
《龙凤宝钗缘》,A、,飞花逐蝶剑法,聂隐娘; 史若梅; 方辟符,
《龙凤宝钗缘》,A、,十八路护手钩,武维扬,
《龙凤宝钗缘》,A、,伏虎掌,无,少林派
《龙凤宝钗缘》,A、,大擒拿手法,牟世杰; 楚平原; 拓拔雄,
《龙凤宝钗缘》,A、,断门刀,军官,
《龙凤宝钗缘》,A、,连环剑法,牟世杰,
《龙凤宝钗缘》,A、,乱披风剑法,牟世杰,扶桑岛
《龙凤宝钗缘》,A、,伏魔剑法,铁摩勒; 段克邪,
《龙凤宝钗缘》,A、,小无相神功,段克邪,扶桑岛
《龙凤宝钗缘》,A、,天罡拂尘,辛芷姑,
《龙凤宝钗缘》,A、,玄阴指,灵鹫上人,
《龙凤宝钗缘》,A、,大乘般若掌,宇文虹霓,
《龙凤宝钗缘》,A、,弹指神通,楚平原,
《龙凤宝钗缘》,A、,五禽掌法,展伯承,
《龙凤宝钗缘》,A、,大摔碑手法,段克邪; 楚平原,
《龙凤宝钗缘》,A、,追风剑式,段克邪,
《龙凤宝钗缘》,A、,大手印,无妄上人,
《龙凤宝钗缘》,A、,游身八卦掌,桑石公,
《龙凤宝钗缘》,A、,修罗掌,桑石公,
《龙凤宝钗缘》,A、,龙形六十四剑,铁摩勒; 段克邪,
《龙凤宝钗缘》,A、,流云袖,牟沧浪,
《龙凤宝钗缘》,A、,梅花剑法,史若梅,
《龙凤宝钗缘》,B、,防御类,,
《龙凤宝钗缘》,B、,金钟罩,羊牧劳; 头陀; 和尚; 丑汉,
《龙凤宝钗缘》,B、,铁布衫,和尚,
《龙凤宝钗缘》,B、,护体神功,段克邪; 楚平原,
《龙凤宝钗缘》,C、,轻功类,,
《龙凤宝钗缘》,C、,移形换位,史若梅; 精精儿; 段克邪; 楚平原,
《龙凤宝钗缘》,C、,登云踪,段克邪,
《龙凤宝钗缘》,C、,七步追魂步法,羊牧劳,
《龙凤宝钗缘》,C、,一鹤冲天,段克邪,
《龙凤宝钗缘》,C、,醉八仙身法,聂隐娘,
《龙凤宝钗缘》,C、,大挪移,楚平原,
《龙凤宝钗缘》,C、,八步赶蝉,段克邪; 楚平原,
《龙凤宝钗缘》,C、,四象步法,楚平原,
《龙凤宝钗缘》,C、,俊鹃摩云,段克邪,
《龙凤宝钗缘》,D、,其他类,,
《龙凤宝钗缘》,D、,壁虎游墙,精精儿,
《龙凤宝钗缘》,D、,八阵图,牟世杰的八个侍者,
《龙凤宝钗缘》,D、,地煞阵,青冥子,
《龙凤宝钗缘》,D、,正反四象阵,七个师陀; 回纥武士; 宇文虹霓,
《龙凤宝钗缘》,D、,千斤坠,铁摩勒; 狮鼻人,
《龙凤宝钗缘》,D、,天魔解体大法,焦固; 展修元,
《龙凤宝钗缘》,E、,兵刃暗器,,
《龙凤宝钗缘》,E1、,奇兵利刃,使用者,
《龙凤宝钗缘》,E1、,精金短剑,精精儿; 楚平原,
《龙凤宝钗缘》,E1、,雁翎刀,杜伏威; 楚平原,
《龙凤宝钗缘》,E1、,金装锏,秦襄,
《龙凤宝钗缘》,E1、,玄铁重刀,赫连勃,
